run_date,event_time,table_name,user_id,advertiser_id,campaign_id,site_id,placement_id,ad_id,creative_id,keyword_id,lc_attr,zo_attr,zo_attr_1,revenue
2017-09-19,1505771760051913,c,AMsySZavFuRAV_SJzbrTnZ4VZllL,1268443,3215394,687200,119545047,292324978,,,1.0,1.0,0.9295010107677697,3208.0
2017-09-19,1505762157179575,c,AMsySZal1zAgvmwb42qTP_BZWmyn,1881096,2970698,629943,27850590,204724680,,72874323,1.0,1.0,0.3918558355627979,875.0
2017-09-19,1505754012173451,c,AMsySZZLAMyj6s8KpcU_EeMt2mHP,1881096,2970698,634020,47407691,223614294,,21653081120,1.0,1.0,0.7809901448161061,6128.0
2017-09-19,1505764623886516,c,AMsySZYxLL2uVXUCGwZDxemCP6OO,1881096,2970698,629943,27850590,204724680,,3395718499,1.0,1.0,0.18839511152247512,674.0
2017-09-19,1505736234251629,c,AMsySZarJF3pCA496NMK78GK9NlZ,1881096,2970698,629943,27850590,204724680,,25192043218,1.0,1.0,0.9427142935990331,1206.0
2017-09-19,1505738275183627,c,AMsySZaaQPOvUjOvlEPjCFXxlY9r,1881096,2970698,629943,27850590,204724680,,10411969792,1.0,1.0,0.9317165603576413,750.0
2017-09-19,1505759940198372,c,AMsySZZgN5BbZWXcBKNnFhjWEMtl,1268437,6173401,634020,103371202,276270699,,22510587269,1.0,1.0,1.0,775.0
2017-09-19,1505762824794402,c,AMsySZaS5O7NLF_XrGYyHAjl0Ciy,1881129,2970425,629943,27848150,204684501,,17637391386,1.0,1.0,0.7392959376768694,597.0
2017-09-19,1505730566972047,c,AMsySZYWyRhPYotL1xaFjiQRzjLB,1881129,2970425,629943,27848150,204684501,,14643040839,1.0,1.0,0.561569234879321,650.0
2017-09-19,1505753959489282,c,AMsySZZQnrIJhkwNM2R0xqcfbW26,1881096,2970698,629943,27850590,204724680,,8901720519,1.0,1.0,0.519157953599401,948.0
2017-09-19,1505771066081796,c,AMsySZbWxDo3p6FIIT-UAdmExbic,1881096,2970698,629943,27850590,204724680,,100008012,1.0,1.0,0.49368324639344263,1595.0
2017-09-19,1505758933797522,c,AMsySZYGGiqp6RfhIdqYiTikHCSq,1881096,2970698,629943,27850590,204724680,,100008012,1.0,1.0,0.029603707047464733,2905.0
2017-09-19,1505696298252998,c,AMsySZYYWLvYuKYqzI-RFALUutHw,1881096,2970698,629943,27850590,204724680,,6150793708,1.0,1.0,0.7094745258836934,4809.0
2017-09-19,1505759987193524,c,AMsySZbcYumDZZUnok4vI2heRFuF,1881096,2970698,629943,27850590,204724680,,100008013,1.0,1.0,0.9741829013118697,631.0
2017-09-19,1505760232581392,c,AMsySZZNjvfSxDT466bN-8PX5wGA,1268437,6173401,629943,75584737,251023119,,14625579042,1.0,1.0,1.0,1524.0
2017-09-19,1505734217587369,c,AMsySZZES3LrfVuIKTVXecbaMk40,1881096,2970698,629943,27850590,204724680,,100008013,1.0,1.0,0.578736701775169,1092.0
2017-09-19,1505712044024720,c,AMsySZbu3pQlpAa1yUrShVsTz87Y,1881096,2970698,634020,47407691,223614294,,21650991591,1.0,1.0,0.29648424156971487,3477.0
2017-09-19,1505747971697887,c,AMsySZZAWmmJu-M38ARrLbT0y-Ft,1881096,2970698,629943,27850590,204724680,,10411969795,1.0,1.0,0.13371841715267174,712.0
2017-09-19,1505742352474100,c,AMsySZZSgQhBPFhGdT3StFdrzpD3,1881096,2970698,629943,27850590,204724680,,100008012,1.0,1.0,0.6025274952857265,430.0
2017-09-19,1505732832148748,c,AMsySZadExeWTR79LU52ZVAhIyGX,1268443,3215394,687200,119545163,292324978,,,1.0,1.0,0.8474915446273115,654.0
2017-09-19,1505738252705471,c,AMsySZbX4wt86C9Bjh-uaDQcAc8n,1881096,2970698,629943,27850590,204724680,,100008013,1.0,1.0,0.4584364848133309,598.0
2017-09-19,1505765179899892,c,AMsySZYZmvpj_pX0Tk8cVjIStFS3,1881096,2970698,634020,47407691,223614294,,21653974786,1.0,1.0,0.20212106890731485,277.0
2017-09-19,1505730022345752,c,AMsySZYNWFlBgZgTIPuK7tVYQPuu,1881096,2970698,629943,27850590,204724680,,100008013,1.0,1.0,0.12587399030277446,1597.0
2017-09-19,1505724072830542,c,AMsySZYyZ_qQajhlKlBC173Q6_hh,1881096,2970698,629943,27850590,204724680,,100008012,1.0,1.0,0.8793467130924421,224.0
2017-09-19,1505738721872575,c,AMsySZYCs2wHi5I0rGpYIXTahVJX,1881096,2970698,629943,27850590,204724680,,25192043173,1.0,1.0,0.749638946243051,568.0
2017-09-19,1505751288174706,c,AMsySZYBUlkxFz2ZAlPneYncIx0e,1881096,2970698,634020,47407691,223614294,,21716289421,1.0,1.0,0.9675219886030368,455.0
2017-09-19,1505755060988938,c,AMsySZaaemrVENyPKdj9QFSTxcqY,1881096,2970698,629943,27850590,204724680,,10411969792,1.0,1.0,0.8524565010663938,800.0
2017-09-19,1505722697775441,c,AMsySZb-DMQ9qktZfVb2MeGpw6Zj,1881096,2970698,629943,27850590,204724680,,25187762510,1.0,1.0,0.06264339436478572,814.0
2017-09-19,1505761892490033,c,AMsySZYez9x6f_nZ3r7BTbsX-Ave,1881096,2970698,629943,27850590,204724680,,100008013,1.0,1.0,0.6311584541166808,1456.0
2017-09-19,1505732668399062,c,AMsySZZd_WRwgZk-YcjGk1Xh5ECN,1881096,2970698,629943,27850590,204724680,,146777223,1.0,1.0,0.042812649994158014,6242.0
2017-09-19,1505751841407192,c,AMsySZYdoFON7I1eUzYstT4cK6rx,1881096,2970698,634020,47407691,223614294,,21651060462,1.0,1.0,0.45597062621852114,220.0
2017-09-19,1505721503800178,c,AMsySZabJNE5WeMjTGsGhvMz-6M9,1881096,2970698,629943,27850590,204724680,,100008013,1.0,1.0,0.34656663592710024,858.0
2017-09-19,1505760644096619,c,AMsySZYmPhV-D7oK7au7gcrDnp4R,1881096,2970698,629943,27850590,204724680,,3650561667,1.0,1.0,0.18142300618789342,7020.0
2017-09-19,1505729829950192,c,AMsySZZaeNavh85W-HJFDIfbSfHl,1881096,2970698,634020,47407691,223614294,,21653974819,1.0,1.0,0.29162148531533594,170.0
2017-09-19,1505748778055963,c,AMsySZY9w2lcm3If0aUBueyKEM_r,1881096,2970698,629943,27850590,204724680,,1353117064,1.0,1.0,0.7538400348589028,228.0
2017-09-19,1505746384699054,c,AMsySZbPwtDrWrcbl8rspuver-wD,1881096,2970698,629943,27850590,204724680,,100008012,1.0,1.0,0.4895137406849759,7073.0
2017-09-19,1505731531699538,c,AMsySZYMJmCNbcUd7KShXRk8rrX5,1881096,2970698,634020,47407691,223614294,,21653936716,1.0,1.0,0.2592441723473615,228.0
2017-09-19,1505750573186877,c,AMsySZYSlQYYT9h9Z4GhA6PM5l5q,1881096,2970698,629943,27850590,204724680,,13972860253,2.0,2.0,0.8768930421483725,429.0
2017-09-19,1505747255095894,c,AMsySZbN8uhG-9BUWf-9lTDZFhPc,1881096,2970698,629943,27850590,204724680,,3650410750,1.0,1.0,0.26843231443316706,281.0
2017-09-19,1505760507148391,c,AMsySZYg5mp5PZu5iQJu02ok-1BL,1268437,6173401,629943,75584737,251023119,,14634663209,1.0,1.0,1.0,2494.0
2017-09-19,1505766599631003,c,AMsySZYEDvhgVdhuPn_TCTOiUeFk,1881096,2970698,629943,27850590,204724680,,3733614635,1.0,1.0,0.6234173192941093,268.0
2017-09-19,1505723462631691,c,AMsySZbO5KDuo4Q02ndjAmx4L3PD,1881096,2970698,629943,27850590,204724680,,10416145190,1.0,1.0,0.8979819284535221,304.0
2017-09-19,1505754841814409,c,AMsySZbYPcd3ge3rldV98EO2zuEn,1268443,3215394,687200,119545047,292324978,,,1.0,1.0,0.4866007020653471,237.0
2017-09-19,1505743450879864,c,AMsySZafng3CtD9uyEtiGuu5UZ2q,1881096,2970698,629943,27850590,204724680,,3650410753,1.0,1.0,0.5297755648518441,6190.0
2017-09-19,1505735459664010,c,AMsySZauQbx9W5UA6dS1vEK993-D,1881096,2970698,629943,27850590,204724680,,10411969792,1.0,1.0,0.5498946232823031,1032.0
2017-09-19,1505723065997183,c,AMsySZYsbTjWclzW6kPU5nOfMC9C,1268443,3215394,687200,119545047,292324978,,,2.0,2.0,0.9111789750710086,418.0
2017-09-19,1505766918028985,c,AMsySZYSSc1LAhiHS5uKwJgyAccK,1268443,3215394,687200,119545047,292324978,,,1.0,1.0,0.9881312937254499,188.0
2017-09-19,1505750167048521,c,AMsySZbgi05OTJY_44YczpZXYHq9,1268443,3215394,687200,119545047,292324978,,,1.0,1.0,0.5960182390391298,582.0
2017-09-19,1505729280160669,c,AMsySZYdyRO7FHuPp4D8H7CYdlS6,1268443,3215394,687200,119545047,292324978,,,1.0,1.0,0.3653833822199284,418.0
2017-09-19,1505765188981836,c,AMsySZZmsKymRlPQAs9hhhvRR_0Q,1881096,2970698,634020,47407691,223614294,,21651060462,1.0,1.0,0.10117890932985196,438.0
2017-09-19,1505772144248910,c,AMsySZZtnUd_fb1p04ddXG0i1YZF,1881096,2970698,629943,27850590,204724680,,10411970299,1.0,1.0,0.9663557723264842,4497.0
2017-09-19,1505725529814177,c,AMsySZZMfag6q0lc9ox-UYibF-sr,1881096,2970698,634020,47407691,223614294,,21651060462,1.0,1.0,0.8279529389124105,670.0
2017-09-19,1505751631444867,c,AMsySZZEDipX-RU4A70fJPWJ1Y_G,1881096,2970698,629943,27850590,204724680,,10411970299,1.0,1.0,0.46209504326435347,4014.0
2017-09-19,1505761782805762,c,AMsySZbFWeHmUtG42llFhLOkZt0C,1881096,2970698,629943,27850590,204724680,,10411969795,1.0,1.0,0.969558301869231,4613.0
2017-09-19,1505770983806965,c,AMsySZbs_nlkccet9FZAHsYIMcKs,1881096,2970698,629943,27850590,204724680,,24997459964,1.0,1.0,0.10309258019776257,7575.0
2017-09-19,1505762635627379,c,AMsySZaadEF_uSY_6qa6QmjlboNN,1268443,3215394,687200,119545047,292324978,,,1.0,1.0,0.4757359565181646,306.0
2017-09-19,1505759746684389,c,AMsySZZa5bSQU4lMA3dDdb8o3QQJ,1268443,3215394,687200,119545047,292324978,,,1.0,1.0,0.43879689142423617,341.0
2017-09-19,1505762780871338,c,AMsySZbJv_ww2htZB_fNBE46bz38,1268443,3215394,687200,133613256,292324978,,,1.0,1.0,0.5761941576093438,498.0
2017-09-19,1505769736657384,c,AMsySZasY5cKDXWwjY83c6cVgHWa,1881096,2970698,634020,47407691,223614294,,21716289421,1.0,1.0,0.2730379664589566,224.0
2017-09-19,1505772701935187,c,AMsySZZ7ZOYaXd94OtEpJAAULGYT,1881096,2970698,629943,27850590,204724680,,13972860253,1.0,1.0,0.8264303762780919,1420.0
2017-09-19,1505730816962995,c,AMsySZasKsbYeZ3Uw-qUriA7PXUR,1881096,2970698,629943,27850590,204724680,,1357958741,1.0,1.0,0.47411167109117414,157.0
2017-09-19,1505752629941060,c,AMsySZZlvCCBXbHaPmlLpKuvt6Aj,1881096,2970698,634020,47407691,223614294,,21715331198,1.0,1.0,1.0,3728.0
2017-09-19,1505765206103584,c,AMsySZYSmntcHXJzJzydvF42MIEc,1881096,2970698,629943,27850590,204724680,,10406241834,1.0,1.0,0.3521900424500849,308.0
2017-09-19,1505738766412694,c,AMsySZYoMHZRmhIL_Gd2b-s9isds,1268443,3215394,687200,133613256,292324978,,,1.0,1.0,0.26281614203713555,375.0
2017-09-19,1505749337631592,c,AMsySZbuHi0nwALomgbKiLrgdrvn,1881096,2970698,629943,27850590,204724680,,1357958746,1.0,1.0,0.16605127462055536,1878.0
2017-09-19,1505755274000872,c,AMsySZaTEh-Yd81YUmhM4Ris-a4e,1881096,2970698,629943,27850590,204724680,,10411969792,1.0,1.0,0.3295631117035881,4254.0
2017-09-19,1505755054737689,c,AMsySZb6hngqZKMAxqgEtLBuWfzg,1881096,2970698,629943,27850590,204724680,,3397208974,1.0,1.0,0.30486644996444356,1410.0
2017-09-19,1505753977611806,c,AMsySZZC4yIswJP7algU86d752Fg,1881096,2970698,629943,27850590,204724680,,100008012,1.0,1.0,0.5721309974439411,361.0
2017-09-19,1505755016168531,c,AMsySZYB1zHlz9JMzREAwXpNZwqB,1881096,2970698,629943,27850590,204724680,,10416508055,1.0,1.0,0.8090808429934621,2559.0
2017-09-19,1505751999909636,c,AMsySZZurW1DK-WNYCEJFerToeC3,1881096,2970698,629943,27850590,204724680,,10412320711,1.0,1.0,0.03313760796459497,261.0
2017-09-19,1505739153632382,c,AMsySZY27Fkccys2GrPPLzV3DbMT,1881096,2970698,634020,47407691,223614294,,21653936716,1.0,1.0,0.21214578198507494,1730.0
2017-09-19,1505765815330984,c,AMsySZYv5zpenqJXCBO2i2Xivuqy,1881096,2970698,634020,47407691,223614294,,21653974819,1.0,1.0,0.05757621018475301,1299.0
2017-09-19,1505734916900727,c,AMsySZY_QjOm_tDE63XFBfp4TMFr,1881096,2970698,634020,47407691,223614294,,21653936716,1.0,1.0,0.026624495948240456,255.0
2017-09-19,1505753042659768,c,AMsySZbExgPtNAiJ1vKknw7JS6RK,1881096,2970698,634020,47407691,223614294,,21651060462,1.0,1.0,0.9702259150216365,407.0
2017-09-19,1505759723158661,c,AMsySZaHOhpM_rq1MnDWfXvpzmg6,1268443,3215394,687200,119545163,292324978,,,1.0,1.0,0.04140783275197013,2642.0
2017-09-19,1505753296170354,c,AMsySZaTrBVNx_Qe_7DyqAgUdBFe,1881096,2970698,629943,27850590,204724680,,20222084021,1.0,1.0,0.7409419122471018,5207.0
2017-09-19,1505763774371803,c,AMsySZYDW5M-FlhrwZo4VOytJxf5,1268443,3215394,687200,119545047,292324978,,,1.0,1.0,0.2792951540960299,2301.0
2017-09-19,1505771092486801,c,AMsySZbAHgQzlB-cknEqWoTWIe0w,1881096,2970698,629943,27850590,204724680,,10416144716,1.0,1.0,0.8365194359795813,554.0
2017-09-19,1505723224694144,c,AMsySZZq7M-kVBCb6VDJKa5ZhTsG,1881096,2970698,629943,27850590,204724680,,100008013,1.0,1.0,0.5364496935285741,237.0
2017-09-19,1505748426272398,c,AMsySZZfB7AMiUo0QpI1pgGDgBoI,1881096,2970698,629943,27850590,204724680,,18066703053,1.0,1.0,0.6820318323441543,2353.0
2017-09-19,1505748163723772,c,AMsySZahaPDRPtHcpG2djIY8vt68,1881096,2970698,629943,27850590,204724680,,10416508055,1.0,1.0,0.488796045390512,367.0
2017-09-19,1505738852882474,c,AMsySZbye2QELGVFYUg1PCklI3U3,1881096,2970698,629943,27850590,204724680,,13972860385,1.0,1.0,0.11968731190604154,851.0
2017-09-19,1505738542399450,c,AMsySZak75cbivzKAJwFH-pZl1hc,1881096,2970698,629943,27850590,204724680,,10406240718,1.0,1.0,0.2739869726405403,309.0
2017-09-19,1505761673402827,c,AMsySZZdaD9TOv4-IExtTUnhPgLY,1881096,2970698,629943,27850590,204724680,,8901720519,1.0,1.0,0.7290879698766606,206.0
2017-09-19,1505754565071391,c,AMsySZZOWE1Uf0OwY3eVDqFINiPV,1881096,2970698,629943,27850590,204724680,,25188859941,1.0,1.0,0.5550536200102713,209.0
2017-09-19,1505728813833408,c,AMsySZY5Bvo-9d77zQL7ZvVtwIUT,1881096,2970698,629943,27850590,204724680,,10411969210,1.0,1.0,0.4930437454453984,12588.0
2017-09-19,1505762156372842,c,AMsySZYnefI5v03vJHQTpU3b_nOe,1268443,3215394,687200,119545047,292324978,,,1.0,1.0,0.9478718844687991,417.0
2017-09-19,1505757190353068,c,AMsySZaklqH3oQXXMOcrAG9uDJOg,1881096,2970698,629943,27850590,204724680,,100008012,2.0,2.0,0.28992123605481046,424.0
2017-09-19,1505754368235795,c,AMsySZZosAeo2SKDuhMdYI87vaGM,1268437,6173401,629943,75584737,251023119,,14625579039,1.0,1.0,1.0,467.0
2017-09-19,1505762305222117,c,AMsySZYW0VhHkJedqCLoZAlOrokB,1881096,2970698,634020,47407691,223614294,,21716295331,1.0,1.0,0.8913890736377886,289.0
2017-09-19,1505753656438449,c,AMsySZYHNJJdMFe_ZZol0q6ArBS7,1268437,6173401,629943,75584737,251023119,,14625579957,1.0,1.0,1.0,488.0
2017-09-19,1505732944666778,c,AMsySZZPfNOlIqDGgP5VLr_D1hsV,1881096,2970698,629943,27850590,204724680,,100008012,1.0,1.0,0.9395920781641496,232.0
2017-09-19,1505750789879756,c,AMsySZb3GgJmvoFx7nhBUaQW_Dfc,1881096,2970698,629943,27850590,204724680,,3397208974,1.0,1.0,0.33795880567136405,1266.0
2017-09-19,1505740095144686,c,AMsySZYGUOqvqoV5wUcc66I3HPj_,1881096,2970698,629943,27850590,204724680,,20270674848,1.0,1.0,0.9569230656373036,725.0
2017-09-19,1505721988274809,c,AMsySZYzMgk8IceGjjIIP3-E8pXy,1268443,3215394,687200,119545047,292324978,,,1.0,1.0,0.5444013596376437,217.0
2017-09-19,1505748702736376,c,AMsySZZPjYaz9J5k5VwdFuBFseso,1881096,2970698,629943,27850590,204724680,,10416508055,1.0,1.0,0.23255877546637982,2118.0
2017-09-19,1505716033022265,c,AMsySZZZBHyMaK_JuYORVPm7f3lJ,1881096,2970698,629943,27850590,204724680,,10411969792,1.0,1.0,0.8037418992078872,1485.0
2017-09-19,1505737540521082,c,AMsySZYCk40ZKLH-RnWqP90-4zl4,1881096,2970698,629943,27850590,204724680,,10411969792,1.0,1.0,0.019628097353624807,6094.0
2017-09-19,1505761003935755,c,AMsySZadRaxQJgyEC9eePkUX9wcp,1268443,3215394,687200,119545047,292324978,,,1.0,1.0,0.8516631321862265,420.0
2017-09-19,1505749593975144,c,AMsySZbGgsinSUsdwVBadoqMM7tx,1881096,2970698,629943,27850590,204724680,,25192031524,1.0,1.0,0.7082546893597954,443.0
2017-09-19,1505741980090734,c,AMsySZYghvphcS-2n7Kxeam2ECrW,1268443,3215394,687200,133613256,292324978,,,1.0,1.0,0.14899757004535297,149.0
2017-09-19,1505757355113698,c,AMsySZYPwfesFF9gwMH_VGI6HG3o,1881096,2970698,629943,27850590,204724680,,100008013,1.0,1.0,0.09195660088246915,749.0
2017-09-19,1505755557783125,c,AMsySZYsKzeWURMUfCTrFdjiAjnV,1881096,2970698,629943,27850590,204724680,,6150793708,1.0,1.0,0.7997437697269314,1090.0
2017-09-19,1505746763416104,c,AMsySZZgM-8DO1zeLuZiPu66LPx2,1881096,2970698,629943,27850590,204724680,,3650416695,1.0,1.0,0.05934797142274706,560.0
2017-09-19,1505773123340221,c,AMsySZYKpKunycvLY4Ycy6w8IeuK,1881129,2970425,629943,27848150,204684501,,13862528738,1.0,1.0,0.29391863026656817,837.0
2017-09-19,1505761329401062,c,AMsySZZJa-nRowQ78d24Lhbrfm1o,1881096,2970698,629943,27850590,204724680,,10406649750,1.0,1.0,0.8565711411856369,689.0
2017-09-19,1505771915935453,c,AMsySZYL5BCs1zy7Ic9uNXtvVVx8,1881096,2970698,629943,27850590,204724680,,10406240718,2.0,2.0,1.8210182754329027,692.0
2017-09-19,1505727513592494,c,AMsySZZ-xu8gM6_N2S1OXHYYdfGQ,1881096,2970698,634020,47407691,223614294,,21713540820,1.0,1.0,0.6706862966470413,291.0
2017-09-19,1505762455592171,c,AMsySZZ28XqdYNJ2QtT3DS8KoRiv,1881096,2970698,634020,47407691,223614294,,21651060462,1.0,1.0,0.571617383781606,272.0
2017-09-19,1505753170117295,c,AMsySZZNQB5TEwVsL_UAt6R7CDkr,1881129,2970425,629943,27848150,204684501,,14643040839,1.0,1.0,0.23480323050840501,2327.0
2017-09-19,1505752928484919,c,AMsySZa6xxp7FhMl6v7AMSodGi7Y,1881096,2970698,629943,27850590,204724680,,10416651425,1.0,1.0,0.7942184853021053,233.0
2017-09-19,1505767709698785,c,AMsySZZrbBrMNRtKqN4hmpj27il3,1881096,2970698,629943,27850590,204724680,,10411970299,1.0,1.0,0.13568430811506205,2715.0
2017-09-19,1505735790419528,c,AMsySZa19Ha5OOlZ5lg6V0LxB-oa,1881096,2970698,629943,27850590,204724680,,13972860469,1.0,1.0,0.8721633958598313,256.0
2017-09-19,1505737802126497,c,AMsySZa8epmHRjZSuClTH_u01pX6,1881096,2970698,629943,27850590,204724680,,3761121734,1.0,1.0,0.2523735504240584,2218.0
2017-09-19,1505769057258678,c,AMsySZaRBkWMfQNeRtSmBJ_Gt9G0,1881096,2970698,629943,27850590,204724680,,10406708625,1.0,1.0,0.023587325608161902,2648.0
2017-09-19,1505758147355129,c,AMsySZbLY7vRgiT5yS7IxGxV9r_z,1881096,2970698,629943,27850590,204724680,,10406240718,1.0,1.0,0.5477630358759709,125.0
2017-09-19,1505726607713119,c,AMsySZb4K8wpfkhvFBxPUjLIHOTk,1268443,3215394,687200,119545163,292324978,,,1.0,1.0,0.8267161113664874,969.0
2017-09-19,1505745229773135,c,AMsySZaZVHmcKNreFrDpFO8Fkopq,1881096,2970698,629943,27850590,204724680,,100008012,1.0,1.0,0.8209320818612531,311.0
2017-09-19,1505736214183906,c,AMsySZauv0xlSxHXECBY6YcGU0R5,1881096,2970698,634020,47407691,223614294,,21715331012,1.0,1.0,0.1298809839938131,781.0
2017-09-19,1505733349381054,c,AMsySZa4qqzgreWWoRQVuw9jh-Yx,1268443,3215394,687200,119545047,292324978,,,1.0,1.0,0.5477468761703238,166.0
2017-09-19,1505763276222128,c,AMsySZbXuoBmP1XbJDX4RSEJPTa6,1881096,2970698,629943,27850590,204724680,,10406240718,1.0,1.0,0.43580661542952337,392.0
2017-09-19,1505772470688349,c,AMsySZZmGG6BumLjIYs8WPb3-rtI,1881096,2970698,629943,27850590,204724680,,10406708490,1.0,1.0,0.3805975946435445,879.0
2017-09-19,1505760618230903,c,AMsySZYs3SFxRdAzqKeGB_EWgxt0,1881096,2970698,629943,27850590,204724680,,8901720519,1.0,1.0,0.6116334450316584,572.0
2017-09-19,1504019298461885,i,AMsySZb6F7W_7NOXXgTdMF9UGEdV,1268443,20066476,984668,200931675,400917986,77995377,,1.0,1.0,0.5171845133927006,503.0
2017-09-19,1505765817788269,c,AMsySZYGH6O8acdu3Kb0OTH34PhY,1881096,2970698,629943,27850590,204724680,,10411969435,1.0,1.0,0.2971245646233982,2127.0
2017-09-19,1505731950489534,c,AMsySZY6XryvanqHa98CDFA01gsP,1881096,2970698,634020,47407691,223614294,,21653936716,1.0,1.0,0.5251879110651876,191.0
2017-09-19,1505738637486381,c,AMsySZaueKOKEXkLuFgFCLJbaF5P,1881096,2970698,629943,27850590,204724680,,100008012,1.0,1.0,0.6919750803353263,490.0
2017-09-19,1505773329306019,c,AMsySZauewtBiX6uRy7MEmBg2n9Y,1268437,6173401,629943,75584737,251023119,,3158198274,1.0,1.0,1.0,1683.0
2017-09-19,1505730331975696,c,AMsySZbBsthUa4CaaEPkVYwBovHu,1881096,2970698,629943,27850590,204724680,,100052731,1.0,1.0,0.08909555360505883,232.0
2017-09-19,1505730850837750,c,AMsySZZ8qRIAr6eWroSriZhYVsbR,1881096,2970698,629943,27850590,204724680,,18071718841,1.0,1.0,0.642957347145162,7908.0
2017-09-19,1505764252150269,c,AMsySZbiZbyqKlrLU4OwgsabyaHU,1881096,2970698,629943,27850590,204724680,,10416508055,1.0,1.0,0.42899052174540075,2423.0
2017-09-19,1505761342468739,c,AMsySZb-vXs0uh1HrRFumhdGdqPP,1268437,6173401,629943,75584737,251023119,,14634663062,1.0,1.0,1.0,1358.0
2017-09-19,1505731331774881,c,AMsySZa2qFBYmeA4wIsqOhnM69WU,1268443,3215394,687200,133613256,292324978,,,1.0,1.0,0.9870842658649948,1293.0
2017-09-19,1505735668246772,c,AMsySZY4duRsCvWJ1lgrwBru2a25,1268443,3215394,687200,119545047,292324978,,,1.0,1.0,0.8579316749638362,605.0
2017-09-19,1505746790420898,c,AMsySZb-OA3mrD-lrQmPLdNHuawO,1268443,3215394,687200,119545163,292324978,,,1.0,1.0,0.9229679961088355,10905.0
2017-09-19,1505745409970047,c,AMsySZaC_RkExVCwL1g0IfzRMiLx,1268443,3215394,687200,119545047,292324978,,,1.0,1.0,0.9760761094808075,406.0
2017-09-19,1505752730793951,c,AMsySZbA0IrjHkr6dN-8tGw1Fg4U,1881096,2970698,629943,27850590,204724680,,13972860253,1.0,1.0,0.752242217898998,852.0
